"OriginalAddress1","PermitNum","PermitClass","PermitClassMapped","PermitTypeDesc","Description","HousingUnits","HousingUnitsRemoved","HousingUnitsAdded","AppliedDate","EstProjectCost","IssuedDate","ExpiresDate","StatusCurrent","OriginalCity","OriginalState","OriginalZip","ContractorCompanyName","Link","Latitude","Longitude","Location1"
"268 FULTON ST","7064622-CN","Single Family/Duplex","Residential","New","Construct one-family dwelling  per plan. [Establish use as single-family with attached accessory dwelling unit [AADU] and detached accessory dwelling unit [DADU]  per Land Use Code. Construct one- and two-family dwellings  per plan. Shoring included. Review and processing for (2) construction records under 7058368-CN.]","1","0","1","2025 Jan 13 12:00:00 AM","197,606","2025 Aug 27 12:00:00 AM","2027 Feb 27 12:00:00 AM","Issued","SEATTLE","WA","98109",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7064622-CN","47.64575179","-122.35178718","POINT (-122.35178718 47.64575179)"
"8436 42ND AVE SW","7064997-CN","Single Family/Duplex","Residential","New","Construct new one-family dwelling  per plan","0","1","1","2025 Mar 19 12:00:00 AM","525,670","2025 Sep 26 12:00:00 AM","2027 Mar 26 12:00:00 AM","Issued","SEATTLE","WA","98136",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7064997-CN","47.52781494","-122.38460922","POINT (-122.38460922 47.52781494)"
"9011 15TH AVE SW","7065656-CN","Single Family/Duplex","Residential","New","Convert existing dwelling to a DADU  per plans (Establish a new single family residence and an existing dwelling into a detached accessory dwelling unit per the land use code. Construct a one-family dwelling maintaining an existing dwelling unit  per plans. Reviews and processing for (2) -CN's under 7012744. Removal of garage building under this permit)","0",,,"2025 Jan 16 12:00:00 AM","1,000","2025 Jul 28 12:00:00 AM","2027 Jan 28 12:00:00 AM","Issued","SEATTLE","WA","98106",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7065656-CN","47.52252614","-122.35423274","POINT (-122.35423274 47.52252614)"
"4531 CORLISS AVE N","7065717-CN","Single Family/Duplex","Residential","New","Construct east one family dwelling  per plan. (Construct (3) one-family dwelling  per plan. Review and process for 3 records under 7065717-CN)","2","1","3","2025 Mar 07 12:00:00 AM","403,985","2025 Aug 18 12:00:00 AM","2027 Feb 18 12:00:00 AM","Issued","SEATTLE","WA","98103",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7065717-CN","47.6622962","-122.33158491","POINT (-122.33158491 47.6622962)"
"3421 ALBION PL N","6988848-CN","Multifamily","Residential","New","Construct south townhouse  per plan (Establish use as townhouse  per land use code. Construct (2) townhouses  per plan.  Review and processing for 2 records under #6924592-CN.)","3","0","3","2023 Oct 05 12:00:00 AM","889,432","2024 Sep 23 12:00:00 AM","2026 Mar 23 12:00:00 AM","Issued","SEATTLE","WA","98103",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6988848-CN","47.64940806","-122.34499902","POINT (-122.34499902 47.64940806)"
"723 18TH AVE S","6991205-CN","Multifamily","Residential","New","Construct northeast two-family dwelling  per plan. (Establish use as 3 townhouses and 2 SFRs per land use code. Construct 3 two-family dwellings and 2 SFRs  per plan. Review and processing for 5 records under 6924867-CN)","2","0","2","2023 Oct 16 12:00:00 AM","697,214","2025 May 14 12:00:00 AM","2026 Nov 14 12:00:00 AM","Issued","SEATTLE","WA","98144",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6991205-CN","47.59616918","-122.30930892","POINT (-122.30930892 47.59616918)"
"6743 EARL AVE NW","7069298-CN","Single Family/Duplex","Residential","New","Construct EAST two-family dwelling  per plan. [Establish use as single-family residence  attached accessory dwelling unit  detached accessory dwelling unit per land use code. Construct one- and two-family dwellings  per plan. Review and processing for (2) construction records under 7069298-CN.]","-2","2","0","2025 Feb 24 12:00:00 AM","536,887","2025 Aug 13 12:00:00 AM","2027 Feb 13 12:00:00 AM","Issued","SEATTLE","WA","98117",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7069298-CN","47.67893733","-122.39221576","POINT (-122.39221576 47.67893733)"
"3215 FRANKLIN AVE E","7070513-CN","Multifamily","Residential","New","Construct east one-family dwelling  per plan. (Establish use as townhouses and single-family per the land use code. Construct one- and two-family dwellings  per plan. Review and processing for (3) construction records under 7070513-CN)","1","0","1","2025 Apr 07 12:00:00 AM","311,459","2025 Oct 30 12:00:00 AM","2027 Apr 30 12:00:00 AM","Issued","SEATTLE","WA","98102",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7070513-CN","47.65026208","-122.32116968","POINT (-122.32116968 47.65026208)"
"7332 25TH AVE NW","7070544-CN","Single Family/Duplex","Residential","New","Construct west two family dwelling  per plan. (Establish use as single-family dwelling with attached and detached accessory dwelling unit per land use code. Construct one and two family dwelling  per plan. Review and process for 2 records under 7070544-CN)","2","1","3","2025 Mar 28 12:00:00 AM","534,990","2025 Aug 06 12:00:00 AM","2027 Feb 06 12:00:00 AM","Issued","SEATTLE","WA","98117",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7070544-CN","47.68230178","-122.38843927","POINT (-122.38843927 47.68230178)"
"8039 C WALLINGFORD AVE N","7070618-CN","Single Family/Duplex","Residential","New","Construct west one-family dwelling  per plan. (Establish use as single family residence with attached and detached accessory dwelling units per land use code. Construct new one and two family dwellings  per plan. Review and processing for two records under 7064671-CN)","1","0","1","2025 Feb 14 12:00:00 AM","196,404","2025 Aug 22 12:00:00 AM","2027 Feb 22 12:00:00 AM","Issued","SEATTLE","WA","98103",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7070618-CN","47.68806424","-122.33697993","POINT (-122.33697993 47.68806424)"
"8750 B 13TH AVE NW","6993244-CN","Single Family/Duplex","Residential","New","Middle one-family dwelling. [Establish use as single-family residences per land use code. Construct one-family dwellings  per plan. Review and processing for (3) construction records under 6972142-CN.]","1","0","1","2023 Oct 26 12:00:00 AM","274,520","2024 Jun 17 12:00:00 AM","2025 Dec 17 12:00:00 AM","Issued","SEATTLE","WA","98117",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6993244-CN","47.69379702","-122.37244849","POINT (-122.37244849 47.69379702)"
"9025 ROOSEVELT WAY NE","6993430-CN","Commercial","Non-Residential","New","Construct new educational building (Perkins School) with bike shelter  occupy per plan. Mechanical included (Establish use as new institutional building and change use from single family residence to office building per land use code.  Reviews and processing for two -CN's under 6993430).","0","0","0","2024 Oct 16 12:00:00 AM","449,208","2025 Jun 23 12:00:00 AM","2026 Dec 23 12:00:00 AM","Issued","SEATTLE","WA","98115",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6993430-CN","47.69469469","-122.31796082","POINT (-122.31796082 47.69469469)"
"811 33RD AVE E","7071640-CN","Single Family/Duplex","Residential","New","Establish use as single family residence with attached accessory dwelling unit and construct new two-family dwelling  per plan","2","0","2","2025 Mar 24 12:00:00 AM","847,531","2025 Jul 11 12:00:00 AM","2027 Jan 11 12:00:00 AM","Issued","SEATTLE","WA","98112",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7071640-CN","47.62650084","-122.2900929","POINT (-122.2900929 47.62650084)"
"4529 CORLISS AVE N","7072994-CN","Single Family/Duplex","Residential","New","Construct center one family dwelling (SFR 2)  per plan. (Construct (3) one-family dwelling  per plan. Review and process for 3 records under 7065717-CN)","1","0","1","2025 Mar 05 12:00:00 AM","288,130","2025 Aug 18 12:00:00 AM","2027 Feb 18 12:00:00 AM","Issued","SEATTLE","WA","98103",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7072994-CN","47.66229321","-122.33173158","POINT (-122.33173158 47.66229321)"
"4049 44TH AVE SW","7075562-CN","Single Family/Duplex","Residential","New","Construct east two-family dwelling  per plan. (Establish use as single family residence with attached and detached accessory dwelling units per land use code. Construct new one- and two- family dwellings  per plan. Review and processing for two records under 7075562-CN)","2","0","2","2025 Apr 28 12:00:00 AM","622,791","2025 Oct 09 12:00:00 AM","2027 Apr 09 12:00:00 AM","Issued","SEATTLE","WA","98116",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7075562-CN","47.56700951","-122.38845764","POINT (-122.38845764 47.56700951)"
"7708 43RD AVE NE","7077919-CN","Single Family/Duplex","Residential","New","Construct west two-family dwelling  per plan; [Establish use as a single-family residence with  both an attached and detached accessory dwelling unit per the land use code.  Construct as two-family and one-family dwellings  per plans. Reviews and processing for two records under 7077919-CN].","1","1","2","2025 Jun 17 12:00:00 AM","494,050","2025 Oct 10 12:00:00 AM","2027 Apr 10 12:00:00 AM","Issued","SEATTLE","WA","98115",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7077919-CN","47.68520379","-122.28184963","POINT (-122.28184963 47.68520379)"
"3211 FRANKLIN AVE E","7079312-CN","Multifamily","Residential","New","Construct west two-family dwelling  per plan. (Establish use as townhouses and single-family per the land use code. Construct one- and two-family dwellings  per plan. Review and processing for (3) construction records under 7070513-CN)","2","0","2","2025 Apr 07 12:00:00 AM","543,700","2025 Oct 30 12:00:00 AM","2027 Apr 30 12:00:00 AM","Issued","SEATTLE","WA","98102",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7079312-CN","47.65029311","-122.32124826","POINT (-122.32124826 47.65029311)"
"9811 LINDEN AVE N","7081416-CN","Single Family/Duplex","Residential","New","Construct WEST one-family dwelling  per plan. (Establish use as single-family residence with attached and detached accessory dwelling units  per land use code.  Construct as one- and two-family dwellings  review and process for two records under 7074133-CN).","1","0","1","2025 Apr 17 12:00:00 AM","230,274","2025 Jul 24 12:00:00 AM","2027 Jan 24 12:00:00 AM","Issued","SEATTLE","WA","98103","Modern Homes LLC","https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7081416-CN","47.70113127","-122.34771319","POINT (-122.34771319 47.70113127)"
"8147 14TH AVE SW","7082196-CN","Single Family/Duplex","Residential","New","Construct west one-family dwelling (Establish use as single-family residence & allow attached accessory dwelling unit (AADU) & detached accessory dwelling unit (DADU)  per land use code. Construct (1) two-family dwelling & (1) one-family dwelling  per plan. Review & process for (2) records under 7057919-CN)","3","0","3","2025 Apr 29 12:00:00 AM","153,215","2025 Oct 16 12:00:00 AM","2027 Apr 16 12:00:00 AM","Issued","SEATTLE","WA","98106",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7082196-CN","47.52864822","-122.35314501","POINT (-122.35314501 47.52864822)"
"8232 21ST AVE NE","7083066-CN","Single Family/Duplex","Residential","New","Establish use as single family residence per land use code. Construct new one family dwelling  per plan.","1","0","1","2025 May 23 12:00:00 AM","562,565","2025 Aug 05 12:00:00 AM","2027 Feb 05 12:00:00 AM","Issued","SEATTLE","WA","98115",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7083066-CN","47.68948781","-122.30537672","POINT (-122.30537672 47.68948781)"
"907 NW 64TH ST","7083068-CN","Single Family/Duplex","Residential","New","Construct north two family dwelling  per plan. (Establish use as single family residences with attached and detached accessory dwelling unit per land use code. Construct one and two family dwellings per plan. Review and processing for two records under 7083068-CN)","3","0","3","2025 May 14 12:00:00 AM","491,132","2025 Aug 19 12:00:00 AM","2027 Feb 19 12:00:00 AM","Issued","SEATTLE","WA","98107",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7083068-CN","47.6751099","-122.36909029","POINT (-122.36909029 47.6751099)"
"4582 22ND AVE SW","7005319-CN","Single Family/Duplex","Residential","New","Alterations to existing one family dwelling  per plan. (Establish use as single family residence with attached and detached accessory dwelling units per land use code. Construct new two family dwelling and detached accessory garage and alterations to existing one family dwelling  per plan. Review and processing for two records under 6974061-CN.)","1","0","1","2024 Jan 18 12:00:00 AM","1,000","2025 Jan 28 12:00:00 AM","2026 Jul 28 12:00:00 AM","Issued","SEATTLE","WA","98106",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7005319-CN","47.56123476","-122.36114127","POINT (-122.36114127 47.56123476)"
"615 18TH AVE E","7089739-CN","Single Family/Duplex","Residential","New","Construct one-family dwelling  per plans  (Establish use as a single-family with both and attached and detached accessory dwelling units per the land use code. Construct both a one- and a two- family dwelling per plans. Reviews and processing for 2 records under 7079054-CN.)","0",,,"2025 Jun 05 12:00:00 AM","217,960","2025 Oct 24 12:00:00 AM","2027 Apr 24 12:00:00 AM","Issued","SEATTLE","WA","98112",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7089739-CN","47.62486282","-122.30902255","POINT (-122.30902255 47.62486282)"
"126 N 49TH ST","7006638-CN","Single Family/Duplex","Residential","New","Construct a one-family dwelling  per plans.  (Establish use as a single-family residence with attached and detached accessory dwelling units per Land Use Code.  Construct a two-family dwelling and a one-family dwelling.  Reviews and processing for two construction records under 7005127-CN)","1","0","1","2024 Feb 01 12:00:00 AM","194,511","2024 Jun 21 12:00:00 AM","2025 Dec 21 12:00:00 AM","Issued","SEATTLE","WA","98103",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7006638-CN","47.6646124","-122.3560052","POINT (-122.3560052 47.6646124)"
"7726 11TH AVE NW","7093236-CN","Single Family/Duplex","Residential","New","Allow new detached accessory dwelling unit to existing single-family use per land use code. Construct new one family dwelling  per plan.","1","0","1","2025 Sep 12 12:00:00 AM","188,115","2025 Nov 04 12:00:00 AM","2027 May 04 12:00:00 AM","Issued","SEATTLE","WA","98117",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7093236-CN","47.68591756","-122.36997876","POINT (-122.36997876 47.68591756)"
"1219 A S CLOVERDALE ST","7008291-CN","Single Family/Duplex","Residential","New","Construct a one-family dwelling (DADU1)  per plans.  (Establish use as single family residences with detached accessory dwelling units  per land use code.  Construct 5 one-family dwellings.  Reviews and processing for 5 construction records under 7008291-CN)","5","0","5","2024 Jul 18 12:00:00 AM","139,508","2025 Aug 25 12:00:00 AM","2027 Feb 25 12:00:00 AM","Issued","SEATTLE","WA","98108",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7008291-CN","47.52629203","-122.31682988","POINT (-122.31682988 47.52629203)"
"528 N 72ND ST","7010496-CN","Single Family/Duplex","Residential","New","Establish use as single-family residence with two attached accessory dwelling units  per land use code. Construct new townhouse building per plan.","3","0","3","2024 May 24 12:00:00 AM","821,094","2024 Sep 19 12:00:00 AM","2026 Mar 19 12:00:00 AM","Issued","SEATTLE","WA","98103",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7010496-CN","47.68122483","-122.35131992","POINT (-122.35131992 47.68122483)"
"1556 S PEARL ST","7010851-CN","Single Family/Duplex","Residential","New","Construct dwelling addition  per plans (Maintain an existing a single-family residence and allow both an attached and detached accessory dwelling unit per the land use code. Construct both an attached and detached dwelling unit per plans. Reviews and processing for two -CN's under 7010851)","2","0","2","2024 Apr 30 12:00:00 AM","305,808","2024 Sep 12 12:00:00 AM","2026 Mar 12 12:00:00 AM","Issued","SEATTLE","WA","98108",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7010851-CN","47.55693589","-122.31111226","POINT (-122.31111226 47.55693589)"
"821 17TH AVE","7010939-CN","Multifamily","Residential","New","Construct new East (TH1& TH2) two family dwelling  per plan. (Establish use as townhouse (multifamily)  per land use code. Construct new (2) two family and (2) single family dwellings  per plan. Review and processing for four records under 7010939-CN)","6","0","6","2024 Sep 04 12:00:00 AM","629,828","2025 May 08 12:00:00 AM","2026 Nov 08 12:00:00 AM","Issued","SEATTLE","WA","98122",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7010939-CN","47.60990832","-122.31052928","POINT (-122.31052928 47.60990832)"
"5828 5TH AVE NW","7012035-CN","Single Family/Duplex","Residential","New","Establish use as single family residence with attached accessory dwelling unit and construct new two-family dwelling  per plan.","2","0","2","2024 Aug 07 12:00:00 AM","781,729","2025 Feb 13 12:00:00 AM","2026 Aug 13 12:00:00 AM","Issued","SEATTLE","WA","98107",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7012035-CN","47.67173567","-122.36266051","POINT (-122.36266051 47.67173567)"
"9010 5TH AVE S","7012131-CN","Single Family/Duplex","Residential","New","Construct new one family dwelling (DADU 2)  per plan (Establish use as single family residence and detached accessory dwelling unit per land use code.  Construct 6 new one family dwellings  review and processing for 6 records under 6974945-CN).","0",,,"2024 Mar 03 12:00:00 AM","149,597","2025 Jan 14 12:00:00 AM","2026 Jul 14 12:00:00 AM","Issued","SEATTLE","WA","98108",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7012131-CN","47.52275843","-122.3281699","POINT (-122.3281699 47.52275843)"
"7308 52ND AVE NE","7012737-CN","Single Family/Duplex","Residential","New","Establish use as single family residence with attached accessory dwelling unit  per land use code.  Construct as two-family dwelling with attached garage  per plan.","2","0","2","2024 Aug 23 12:00:00 AM","732,200","2025 Jan 03 12:00:00 AM","2026 Jul 03 12:00:00 AM","Issued","SEATTLE","WA","98115",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7012737-CN","47.6814316","-122.27138817","POINT (-122.27138817 47.6814316)"
"9013 15TH AVE SW","7012744-CN","Single Family/Duplex","Residential","New","Construct SFR  per plans (Establish a new single family residence and an existing dwelling into a detached accessory dwelling unit per the land use code. Construct a one-family dwelling maintaining an existing dwelling unit  per plans. Reviews and processing for (2) -CN's under 7012744. Removal of garage building under this permit)","1","0","1","2025 Jan 16 12:00:00 AM","320,720","2025 Jul 28 12:00:00 AM","2027 Jan 28 12:00:00 AM","Issued","SEATTLE","WA","98106",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7012744-CN","47.52251959","-122.35442019","POINT (-122.35442019 47.52251959)"
"928 NW 57TH ST","7012754-CN","Single Family/Duplex","Residential","New","Establish use as townhouses per land use code. Construct south two-family dwelling  per plan. (Construct (2) two family dwellings  per plan. Review and processing for two records under 7012754-CN)","2","0","2","2024 May 21 12:00:00 AM","620,996","2024 Oct 02 12:00:00 AM","2026 Apr 02 12:00:00 AM","Issued","SEATTLE","WA","98107",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7012754-CN","47.6703443","-122.36991182","POINT (-122.36991182 47.6703443)"
"9426 OLSON PL SW","7013339-CN","Vacant Land","Non-Residential","New","Construct middle/east two-family dwelling (Lot D)  per plan. [Establish use as single-family  single-family with attached accessory dwelling unit  and detached accessory dwelling unit per land use code. Construct one- and two-family dwellings  per plan. Review and processing for (9) construction records under 6979363-CN.]","2","0","2","2024 Mar 08 12:00:00 AM","729,687","2025 Aug 13 12:00:00 AM","2027 Feb 13 12:00:00 AM","Issued","SEATTLE","WA","98106",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7013339-CN","47.51901378","-122.33817684","POINT (-122.33817684 47.51901378)"
"4708 S MORGAN ST","7013521-CN","Single Family/Duplex","Residential","New","Construct 1-family dwelling  per plans.  (Establish use as single family residence with attached and detached accessory dwellings per Land Use Code.  Construct a 2-family dwelling and a 1-family dwelling.  Reviews and processing for 2 construction records under 6999780-CN)","1","0","1","2024 Mar 11 12:00:00 AM","204,572","2024 Aug 09 12:00:00 AM","2026 Feb 09 12:00:00 AM","Issued","SEATTLE","WA","98118",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7013521-CN","47.54442133","-122.27327655","POINT (-122.27327655 47.54442133)"
"8003 25TH AVE NW","7013524-CN","Single Family/Duplex","Residential","New","Construct west one family dwelling   per plan. (Establish use as single family residence with attached and detached accessory dwelling  units  per land use code.  Construct new one and two family dwellings  per plan.  Review and processing for two records under  7003267-CN)","1","0","1","2024 Mar 13 12:00:00 AM","190,136","2024 Jul 29 12:00:00 AM","2026 Jan 29 12:00:00 AM","Issued",,"WA",,,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7013524-CN","47.68703319","-122.38909759","POINT (-122.38909759 47.68703319)"
"5220 1ST AVE NW","7014527-CN","Single Family/Duplex","Residential","New","Construct a two-family dwelling  per plans.  (Establish use as detached single-family dwelling  attached accessory dwelling  and detached accessory dwelling units per land use code.  Construct a one-family dwelling and a two-family dwelling.  Reviews and processing for 2 construction records under 7014527-CN)","4","0","4","2024 Mar 22 12:00:00 AM","513,950","2024 Jun 14 12:00:00 AM","2025 Dec 14 12:00:00 AM","Issued","SEATTLE","WA","98107",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7014527-CN","47.66749938","-122.35715512","POINT (-122.35715512 47.66749938)"
"1220 NE 100TH ST","7014745-CN","Single Family/Duplex","Residential","New","Construct north one family dwelling  per plan. (Establish use as single family residence with attached and detached accessory dwelling unit per land use code. Construct one and two family dwelling per plan. Review and processing for two records under 7005137-CN).","1","0","1","2024 Mar 15 12:00:00 AM","187,632","2025 Apr 10 12:00:00 AM","2026 Oct 10 12:00:00 AM","Issued","SEATTLE","WA","98125",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7014745-CN","47.70150426","-122.31425768","POINT (-122.31425768 47.70150426)"
"2510 NW 80TH ST","7015247-CN","Single Family/Duplex","Residential","New","Construct west single-family dwelling  per plan. (Establish use as single-family residence and detached accessory dwelling unit per land use code. Construct (2) new single-family dwellings  per plan. Review and processing for two records under 7014411-CN)","1","0","1","2024 Mar 23 12:00:00 AM","189,953","2024 Aug 07 12:00:00 AM","2026 Feb 07 12:00:00 AM","Issued","SEATTLE","WA","98117",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7015247-CN","47.68694648","-122.3891437","POINT (-122.3891437 47.68694648)"
"104 NE 44TH ST","7016519-CN","Institutional","Non-Residential","New","Construct east one-family dwelling  per plan (Establish use as single family residence with detached accessory dwelling unit  per land use code.  Construct two (2) one-family dwellings; review and process for two records under 7000358-CN]","1","0","1","2024 Mar 26 12:00:00 AM","203,141","2025 Jun 02 12:00:00 AM","2026 Dec 02 12:00:00 AM","Issued","SEATTLE","WA","98105",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7016519-CN","47.66036513","-122.3279575","POINT (-122.3279575 47.66036513)"
"1127 NW 58TH ST","7018265-CN","Multifamily","Residential","New","Construct North 2-family dwelling  per plans. [Establish use as townhouses (multifamily residential) per land use code.] (Construct two 2-family dwellings   Reviews and processing for 2 construction records under 7018265-CN)","4","0","4","2024 Apr 22 12:00:00 AM","619,683","2024 Dec 02 12:00:00 AM","2026 Jun 02 12:00:00 AM","Issued","SEATTLE","WA","98107",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7018265-CN","47.6707061","-122.37201941","POINT (-122.37201941 47.6707061)"
"12046 HIRAM PL NE","7019575-CN","Single Family/Duplex","Residential","New","Construct east two-family dwelling  per plan. Existing detached accessory garage to be removed. [Establish use as single family residence with attached and detached accessory dwelling units per land use code. Construct one- and two-family dwellings  per plan. Review and processing for (2) construction records under 7019575-CN. Existing one-family dwelling to remain.]","4","0","4","2024 May 24 12:00:00 AM","417,506","2024 Dec 12 12:00:00 AM","2026 Jun 12 12:00:00 AM","Issued","SEATTLE","WA","98125",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7019575-CN","47.71697977","-122.29909478","POINT (-122.29909478 47.71697977)"
"1455 A 22ND AVE","7019633-CN","Single Family/Duplex","Residential","New","Construct southcentral one-family dwelling (SFR3)  per plan. (Establish use as single family residence with attached and detached accessory dwelling units per land use code. Construct  (4) one-family dwellings and (1) two-family dwelling  per plan. Review and processing for five records under 7012750-CN)","1","0","1","2024 Apr 12 12:00:00 AM","197,251","2025 Feb 19 12:00:00 AM","2026 Aug 19 12:00:00 AM","Issued","SEATTLE","WA","98122",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7019633-CN","47.6145897","-122.30411592","POINT (-122.30411592 47.6145897)"
"1253 NE 96TH ST","7020693-CN","Single Family/Duplex","Residential","New","Construct north two-family dwelling  per plan. [Establish single family residence with attached and detached accessory dwelling units  per land use code. Construct one- and two-family dwellings  per plan. Review and processing for (2) construction records under 7020693-CN.]","4","0","4","2024 Sep 09 12:00:00 AM","771,323","2025 Mar 17 12:00:00 AM","2026 Sep 17 12:00:00 AM","Issued","SEATTLE","WA","98115",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7020693-CN","47.6983819","-122.31249543","POINT (-122.31249543 47.6983819)"
"2723 NE 137TH ST","7021751-CN","Single Family/Duplex","Residential","New","Construct new two family dwelling  per plan. (Establish use as single family dwelling with attached and detached accessory dwelling units per land use code. Construct new one and two family dwellings  per plan. Review and processing for two records under 7021751-CN.)","4","0","4","2024 Oct 31 12:00:00 AM","691,361","2025 May 12 12:00:00 AM","2026 Nov 12 12:00:00 AM","Issued","SEATTLE","WA","98125",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7021751-CN","47.72803498","-122.29837245","POINT (-122.29837245 47.72803498)"
"1405 29TH AVE","7022048-CN","Single Family/Duplex","Residential","New","Construct South SFR/AADU  this permit [Establish use as single family residence  an attached and a detached accessory dwelling units (SFR + AADU and DADU)  per land use code.  Construct as a one and a two-family dwelling  review and process for two records under 7022048-CN].","4","0","4","2024 Jul 09 12:00:00 AM","487,366","2025 Apr 10 12:00:00 AM","2026 Oct 10 12:00:00 AM","Issued","SEATTLE","WA","98122",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7022048-CN","47.61318715","-122.29514302","POINT (-122.29514302 47.61318715)"
"2726 NE BLAKELEY ST","7023021-CN","Single Family/Duplex","Residential","New","Construct new one family dwelling  per plans (Establish use as a single-family residence and convert existing single family residence to a detached accessory dwelling unit per the land use code. Construct a one-family dwelling maintaining an existing adjacent dwelling  per plan.  Review and processing for two records under 7023021-CN.)","2","0","2","2024 Aug 05 12:00:00 AM","214,058","2025 Apr 29 12:00:00 AM","2026 Oct 29 12:00:00 AM","Issued","SEATTLE","WA","98105",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7023021-CN","47.66632023","-122.29717592","POINT (-122.29717592 47.66632023)"
"318 N 84TH ST","7023634-CN","Single Family/Duplex","Residential","New","Construct new two-family dwelling  per plan.  Establish use as single family residence with attached and detached accessory dwellings units per land use code.  Construct new one- and two-family dwellings  per plan.  Review and processing for two records under 7023634-CN)","4","0","4","2024 Jul 15 12:00:00 AM","571,752","2024 Dec 19 12:00:00 AM","2026 Jun 19 12:00:00 AM","Issued","SEATTLE","WA","98103",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7023634-CN","47.69004025","-122.35445606","POINT (-122.35445606 47.69004025)"
"7322 A 11TH AVE NE","7023795-CN","Single Family/Duplex","Residential","New","Construct west two family dwelling  per plan. (Establish use as single family residences with attached accessory dwelling unit per land use code. Construct (2) two family dwelling per plan. Review and processing for two records under 7023795-CN).","4","0","4","2024 Jun 13 12:00:00 AM","362,512","2025 Jan 10 12:00:00 AM","2026 Jul 10 12:00:00 AM","Issued","SEATTLE","WA","98115",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7023795-CN","47.68218723","-122.31617954","POINT (-122.31617954 47.68218723)"
"901 SW HOLDEN ST","7024435-CN","Multifamily","Residential","New","Complete and final for 6631179-CN  subject to field inspection.","0",,,"2024 May 10 12:00:00 AM","57,035","2024 May 10 12:00:00 AM","2027 May 10 12:00:00 AM","Issued","SEATTLE","WA","98106",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7024435-CN","47.53393252","-122.34741768","POINT (-122.34741768 47.53393252)"
